,index,isFraud,Fraud %,fraud column 1,fraud value 1,fraud weight 1,fraud column 2,fraud value 2,fraud weight 2,fraud column 3,fraud value 3,fraud weight 3,fraud column 4,fraud value 4,fraud weight 4,fraud column 5,fraud value 5,fraud weight 5,normal column 1,normal value 1,normal weight 1,normal column 2,normal value 2,normal weight 2,normal column 3,normal value 3,normal weight 3,normal column 4,normal value 4,normal weight 4,normal column 5,normal value 5,normal weight 5
10,258403,1,98.4,V14,-4.56600986017187,1.532371464445896,V10,-3.27256917385192,0.8568080525325786,V4,5.104798647287,0.7237275270717509,V12,-2.13473197122041,0.5027114220369913,V17,-2.86574970146517,0.2186966017333907,V2,-7.19697963053735,0.2873581756011117,V8,0.876530560032016,0.09106645418498374,V20,3.13633813209484,0.05119151863473235,V18,-0.912934238200631,0.04206833552860189,V19,0.421144082740547,0.01053883399508777
11,254344,1,21.3,V10,-1.61361833850235,0.2255090941533126,V8,-0.20947645080755,0.14105392020486762,V26,-0.248480311517488,0.13254073976451763,V7,1.37358754607199,0.09746942027253681,V17,0.716591309767583,0.06791448202595347,V4,-0.457662244561315,0.7188450373000228,V12,0.501435242117417,0.5786550640037603,V14,-1.81638414654661,0.4248150363145396,V16,0.105946450120805,0.2764032240511733,V11,-0.800150416391868,0.1305811979334976
12,52466,1,99.0,V14,-5.16522922685485,1.919251399600471,V10,-2.97526724837752,1.0389530274794379,V12,-3.68263987014104,0.46960341763304314,V16,-2.40492728839102,0.14890321853847127,V26,-0.56923231725429,0.14754277804589946,V18,-0.99429395124741,0.04582855820990517,V24,0.110144325976026,0.02162749969153083,V28,-0.0475554426964208,0.01230447315319907,V20,0.276893466308702,0.007431341093761148,V19,-0.289935891439032,0.0036290961857594083
13,270663,0,4.0,V26,-0.606950971940077,0.25315348842443197,scaled_amount,-0.2934395304967512,0.2354933662142139,V8,0.0467254609169264,0.08273635236051632,V18,0.342701781017671,0.061828911947959565,V24,-0.491844887874916,0.03374942745693261,V14,0.068576386679428,1.1783428980398458,V4,0.183253377497301,1.04586334900785,V12,1.45947217870213,0.579264282030199,V10,0.0164269733395024,0.5419473642299999,V17,-1.04145152549414,0.14378219823352992
14,140786,1,99.0,V14,-9.50514082568186,1.6119357594241592,V10,-5.63894131284807,0.9043646041804458,V4,4.87129854095106,0.8587381811067462,V12,-6.65573446968769,0.4983794049132848,V16,-4.85032315924603,0.1360690654051723,V8,1.28522967071729,0.09307194076187443,V18,-2.78959811229388,0.04073215167234594,V26,0.199558010666927,0.03308291597670177,V23,-0.320889532152165,0.004509943154407665,V6,-0.586867589935922,0.0015280246894690207
15,28250,0,2.2,V18,2.30493287782935,0.22227532382647042,V8,0.0083460593059909,0.11418661602394423,V9,-1.38748680659977,0.022098324151302223,V11,0.499069988324358,0.01136211130884476,V25,0.410809758752492,0.006025150591158308,V14,-0.339477312517233,1.317282155842404,V4,0.258175575955766,0.7344670259434497,V10,0.632130141810922,0.7220331680355594,V12,0.161800297552101,0.7011552257979929,V17,-0.238876162682517,0.21456283257575706
16,235556,0,2.9,V8,-0.345389109493942,0.1944909331056988,V18,0.148422674103093,0.08887628310156287,V19,0.582366815326194,0.07794418952806154,V16,-0.55284854941587,0.03501786151144188,V24,-0.335305031042997,0.03201475314417621,V14,1.01833004380933,1.3623973815655335,V4,0.272594547023602,0.8738550257022143,V10,0.190438218646935,0.6181943808274809,V12,0.44774417768546,0.49026357610113336,V17,-0.424068228921381,0.20881368810340065
17,91771,0,3.5,V7,1.10018511076844,0.24290217524539912,V8,-0.354583200940305,0.1499541699970723,V9,-0.225842424464889,0.031677072139573284,V24,0.3640375113863,0.02097373617492849,scaled_time,-0.24754755107555304,0.018717809144000057,V14,-0.210853913661813,1.1881707673938946,V4,-0.62881581653804,0.7882560437565553,V10,-0.222243722099701,0.561304440629392,V12,-0.0825242078425512,0.5014583833169308,V17,-0.752823783705058,0.15891563992699959
18,219901,0,5.5,V26,-0.341727652998509,0.15799639932272838,V8,-0.178988362371311,0.14052550106411218,V12,-1.13804277334441,0.1168765951700334,V19,0.514714082739451,0.1095801069796289,V17,1.28763016552306,0.08191941241675522,V4,-0.97142719214107,1.439131077673519,V14,-0.52361541889798,0.980464068887668,V10,1.29852635177427,0.8246465117604385,V11,-1.750382460369,0.20330268453311873,V25,-0.293956652629861,0.07838717759761493
19,20082,0,2.0,V8,-0.0523274465994072,0.15465188660979037,V11,1.85150733282805,0.02602137170819333,V9,-0.431864006767542,0.023687075506022667,V28,0.007517400429505,0.009980515393253881,scaled_time,-0.6334543403940366,0.004387887839984614,V14,0.784094800072437,1.4804984557288117,V12,0.9879853192724,0.9376267639998696,V10,0.0497699749849734,0.44716644095507946,V4,0.463081471202319,0.3870918752715806,V17,-0.130726181294829,0.21938578999892344
20,81186,1,99.0,V14,-7.46010298330266,1.6189500103628962,V10,-3.28820356526528,0.828450854242401,V4,3.40359359659281,0.7682545355397451,V12,-6.84897793447677,0.5250370610423851,V17,-9.87456039324105,0.22015541722415946,scaled_amount,0.33032907147348567,0.06432071678405919,V18,-3.54190332932228,0.05025562920593075,V28,-0.994022490842227,0.012679306891513989,V20,-0.141533268810834,0.005582412503717933,V19,-0.531558760456647,0.004814594846538967
21,12803,0,2.1,V12,-1.54547347678134,0.16418513976619578,V26,-0.658702499050223,0.1077102078153257,V18,0.854173296112418,0.03803553133337118,V11,1.56868055102856,0.028136357652838343,scaled_time,-0.7310471222641244,0.02202619185176445,V14,1.56168152414249,1.3580558521125932,V4,-0.877070945724543,1.2032641972607234,V10,-1.31464658505649,0.7210193725339923,V9,2.97737806667071,0.31185118140798296,V8,0.253242878968455,0.20245498737611342
22,271621,0,2.2,V8,-0.178129118129052,0.16022124390816317,V22,0.988930166540472,0.0401457352732541,V24,0.962305023368319,0.020160643533454276,V1,1.72803594533399,0.003578454433300067,V3,0.0055498803901512,-9.030094253830611e-05,V14,-0.297108644489351,1.2449909889340052,V12,1.04500574685574,0.8638644985703285,V10,-0.0610724580829366,0.5355901772637662,V4,0.782609223554882,0.39972237514244624,V17,-0.123083064140905,0.21537898082460744
23,65361,0,3.8,V26,-0.614620000373582,0.3530225504191185,V8,-0.004055903673399,0.24857377342355902,V23,-0.141687485317568,0.08637982647953323,V24,0.415101001966257,0.014471903743688017,scaled_time,-0.389419518556374,0.006687762738583842,V14,-0.872848626335169,1.1858487721096025,V4,0.227163651564762,0.6648232826014282,V12,0.870244910586238,0.6005471673610373,V10,-0.748162074892348,0.5625711774256342,V17,-0.277850083614761,0.2133050046855351
24,83053,1,99.0,V14,-4.45889502952153,1.713340275962546,V10,-3.23678401592309,1.0452833776799162,V4,2.41967479633278,0.6460574331745739,V12,-3.91467935228848,0.5232699570764089,V17,-5.07145010804216,0.22638361259247175,V8,0.617737791926574,0.1418785713953548,V18,-0.749172320846648,0.04553932954069751,V19,0.22842274838649,0.01588287828140892,scaled_amount,-0.21980018165304271,0.014641559975134442,V20,0.222666683155765,0.004746988052211236
25,264061,0,3.5,V8,-1.65298416193662,0.10060025657498045,V26,-0.193884773499212,0.06113162469962845,V27,-0.392953154084836,0.017415863819478544,V2,1.71057717975843,0.009099482704186812,V21,0.9771499025352,0.006900477732124273,V4,-0.822990419724529,1.2294993274475565,V14,-1.13820161221113,0.6612063104455592,V10,-0.385768347292208,0.538058970940474,V12,-0.192842674260198,0.5052595584056689,V17,0.298362878559602,0.1627930887999537
26,250761,1,99.0,V14,-12.2891333850899,1.5780273738843242,V10,-5.25809597551632,0.9037957639817614,V4,7.3340585164719,0.880543515272293,V12,-5.81040712597652,0.4686872279868112,V16,-2.02073438121173,0.1364365089411149,V8,1.43100813095171,0.10027507374135894,V26,0.527970329614587,0.035228955032944216,V23,-0.0093636678425974,0.02103011636500014,scaled_time,0.8266309519613717,0.008348119217262138,V13,0.723292646283101,0.002219253679504618
27,241445,1,98.8,V14,-7.62431631397779,1.6978246214208774,V10,-4.75993137385013,1.2582967934499902,V12,-4.165202322571,0.5454059772403343,V17,-6.71717654755023,0.22930291733762714,V4,1.63696695878653,0.2123588795134856,V8,1.24510555037845,0.1279530748713296,scaled_amount,-0.15789841402920424,0.053063156745556624,V18,-1.88754964911755,0.03627345450498978,V26,0.586415248500604,0.026971890349232128,V20,0.164453445972909,0.00981326468993757
28,112840,1,3.8,V8,-0.609681605347911,0.22412149055773625,V22,0.927825035064447,0.05717770215327619,V13,-1.88599349809323,0.057148670824244616,V17,0.570459827436018,0.0536169134976808,V11,0.82637484441332,0.01586028744757641,V14,-0.472025637126337,1.1806685921677853,V12,0.196886900487791,0.7998511856517871,V10,0.334532824069685,0.6508740903683065,V4,1.15267090326627,0.3439189068158157,scaled_amount,0.3218053517781038,0.19248944081002264
29,193647,0,3.8,V19,1.78203399541215,0.34976539729046635,V22,1.36600573085255,0.14638794343918562,V8,-0.0814102815749458,0.0965626479232742,V9,-2.18666165015615,0.02403690909151919,V25,0.852943804758842,0.01615529424860142,V14,0.0471535928959934,1.2391744901138009,V4,-1.585367042163,0.90384060875047,V10,0.325286625847142,0.5665333018495585,V12,-0.115242585524455,0.49325902647484327,V17,0.32033679953505,0.17860997758718442
30,113800,0,2.2,V18,0.666362184890989,0.047079856476630086,V9,-0.387306644610436,0.04145780347200343,scaled_time,-0.13491699855496422,0.03060866597981658,V11,0.813794110088767,0.0296345310396282,scaled_amount,-0.27974568574023617,0.024401216107653455,V14,0.284354622038624,1.2193359714731924,V4,-0.1357566948347,1.0895956255460624,V10,-0.212992988141369,0.6085153811966302,V12,-0.11013521222891,0.5073457058425993,V8,0.617367073865093,0.1589219052102999
31,189701,1,98.5,V14,-6.17736456586248,1.5847205158846918,V4,5.20140306725894,0.8408559567062184,V12,-5.83973605661705,0.40478709524235457,V20,-1.00065772232141,0.3653353858933406,V17,-10.3405128633486,0.22201884803478605,scaled_amount,0.9969957381401523,0.09101185727813572,V18,-4.18117755349571,0.05299658308911603,V5,-2.47038771213247,0.022909241357119754,V25,-0.687853106052664,0.010115037967916579,V19,-0.376135682527478,0.006917266607051715
32,156527,0,62.5,V4,3.09491243407873,1.4281934583740077,V12,-3.23320232506914,0.5714992444339441,V8,-0.161132105921312,0.19104438166912588,V25,-1.12006331645171,0.12501762734231306,V19,1.77365398374001,0.11984174829878612,V14,1.45841234696633,1.0661205649518524,V10,0.683922328592625,0.4485830751084723,V3,0.907544087319751,0.22791505850967952,scaled_amount,1.537064207363935,0.11318123137316434,V11,-0.254878559683391,0.10655677408503834
33,237105,0,1.8,V18,1.16330251733299,0.09668998072389513,V26,-0.2382187897794,0.08569605876968125,V23,-0.155807779379923,0.0420427881156138,V19,0.610395782256806,0.022042555786320008,V9,-0.117758131908304,0.020336828987055924,V14,0.077362069195113,1.410946652602579,V10,-1.17273068174104,0.6800456741655944,V4,-0.510529911237185,0.6279768362463801,V12,0.892917847168273,0.6190043955027068,V8,0.816049701156152,0.27042949357739415
34,251209,0,37.3,V4,4.12626458897046,1.3804854298650753,V12,-1.96699310698718,0.4617754857055843,V25,-0.526625971250647,0.1246029038465349,V19,1.59857958091378,0.0845471868023742,V18,1.41420632332507,0.05457190001267009,V14,0.998603125144603,1.0897043667398976,V10,1.9786331698273,0.5550162976863794,V11,-0.675184536037208,0.42482817730196987,scaled_amount,-0.15943547823656817,0.2604122358269524,V17,-0.121854670350732,0.20496743695402983
35,202341,0,1.1,V9,-0.11614593465609,0.016356003512919416,V25,-0.461846846630137,0.009677173148375004,V2,1.03764960144815,0.008675668224459514,V28,0.0178121718696027,0.007253744553017896,V1,-0.51030086627544,0.0020562415034510195,V14,0.417072104316402,1.5154015873293973,V4,-0.55333359217075,0.7567633154147189,V12,0.221657727349089,0.6305474544229219,V10,-0.530148307301915,0.5853803327472997,V17,-0.212843146486568,0.21005230735463556
36,14060,0,4.5,V12,-2.69819036499006,0.25871124807119483,V8,-0.13679071972484,0.16116881338268285,scaled_amount,-0.29553552714315656,0.11130239904043265,V11,1.05211761686193,0.04624598348607833,V28,-0.0056411104828816,0.007610121921461541,V14,1.94097331279182,1.1581622390649864,V4,0.174497697317471,1.141873874437879,V10,-0.571802516798862,0.5865178328269394,V9,1.68014923545001,0.39992612489761087,V16,-0.109181838640357,0.13605088901356793
37,27362,1,12.5,V4,2.52086280678918,1.044092905956786,scaled_amount,-0.2861734087892126,0.31647593909176064,V11,1.1205051770709,0.07352792757970747,V9,-0.673597550149872,0.020168241871288045,V19,-0.655269928208246,0.01307362787425518,V12,1.23777331256672,1.2024811018300534,V14,0.0383719793321978,1.0123952101370377,V10,0.644549730341658,0.48369199795241,V8,0.223121852791809,0.23638534545985748,V18,-0.694259215394403,0.21263610016700113
38,247669,0,13.1,V20,-1.77042056269107,1.3073169947232237,V18,1.60399690203919,0.25087277698446997,V8,-4.58553358425576,0.1264438545019948,V22,-0.740953655667223,0.0445029078234802,V7,-1.28639450908604,0.02433019899413921,V14,0.630851869419462,1.235534682965954,V4,-1.03982652153121,0.8078773707214714,V10,0.602151163126456,0.5748691612191033,V12,0.119259803788135,0.514094370892999,scaled_amount,0.796478725634039,0.18729688480583717
39,148604,0,2.2,V12,-2.38240913989414,0.2131284985691309,scaled_amount,-0.28701180744777477,0.04252767863799818,V18,0.876986266870626,0.032040633579308635,V25,-0.15580016486006,0.025809113449940923,V27,0.2137789606852,0.025498894348565955,V4,-1.14815922543534,1.5535737683813204,V14,3.0191483647398,1.3893826361182438,V10,-0.788592165744022,0.7264858843079128,V8,0.532934660988298,0.13773033210571156,V16,0.0572738982452156,0.11931365577562246
40,22359,0,3.5,V26,-0.319917512622101,0.26402951694995863,V8,0.0239183969582902,0.15444651402678575,V25,0.58939349353754,0.029286655597388744,V23,-0.108350672186395,0.024313741629703144,V9,-0.342978159752612,0.024202758151805028,V14,0.541262896588595,1.5575915211255777,V12,1.17145823771405,0.9210588788698079,V10,0.116882926860491,0.4331291130305908,scaled_amount,0.09334171731991896,0.28391020205439416,V17,-0.421024890972669,0.2135921312542632
41,124115,1,99.0,V14,-6.76663337149207,1.5978675297682639,V10,-4.62691916410905,1.0078216134301692,V4,1.87133052690782,0.7126628964662086,V12,-2.99881490434833,0.4751007177494466,scaled_amount,-0.2934395304967512,0.23767702268232824,V8,1.10291613180529,0.16133145037514623,V17,-0.370333268936992,0.09960111980661168,V20,0.0580625903425241,0.010341606714064255,V1,-1.41085190223088,0.0014735148768522776,V22,-0.614880421672272,0.0010090628527541412
42,148574,0,2.7,V12,-2.30450292761129,0.202229305030487,V18,2.68211163965275,0.16193541105953047,V26,-0.858159006909194,0.06327644497425354,V11,0.831425084676787,0.04111172105709557,V25,-0.642157853546297,0.014650547661585734,V14,1.08558004900489,1.412203274032363,V4,-0.348704615951957,0.9081422750846833,V10,0.061861432185697,0.8158204089463106,V8,0.347798798048227,0.22823961573390988,V3,1.37777403762655,0.2063072251653648
43,868,0,1.7,V7,0.999587935151819,0.07232744090346387,V9,-0.0331878303936095,0.021966236406879034,V11,0.967208168284477,0.013345921101863495,scaled_time,-0.9872766362386776,0.0029272143307025543,V28,-0.480951223510911,0.0009366036177380011,V14,0.0257258502368142,1.3094616714237781,V12,1.17872826232068,0.8502532173396321,V4,-0.699410999321661,0.7924221658411261,V10,-0.154846464462596,0.6311510252029984,V17,-0.358916837768234,0.16751165070018031
44,182074,0,1.4,V8,0.0091716863554738,0.06700633703701897,V7,0.881478822139392,0.036798241160577165,V24,-0.415175360992837,0.020276973754080246,V9,-0.218987941158009,0.01768398846645141,V25,-0.503397482165135,0.009027866824471858,V14,0.382976307220188,1.4307464129439904,V4,-0.779187764991711,1.1048690781943151,V12,0.50133822838396,0.6520070237995241,V10,-0.242709378170454,0.6210602543238565,V17,-0.697738243516951,0.18117900019686203
45,261350,0,4.3,V7,1.35408399129997,0.3221090247231768,V26,-0.348537679297864,0.2829888140960247,V8,-0.423885557363899,0.16385561904127827,V23,-0.285408657497033,0.05348632493707555,V25,0.663779382191555,0.03676743984658969,V14,0.155664661642347,1.3274705940356943,V4,-0.943592567161613,0.9294575761890155,V10,-0.858459545358291,0.6762529706707574,V12,-0.110588061136888,0.4845405741613649,V17,-0.539736640957894,0.17533817354007625
46,153823,1,98.8,V14,-7.38337003956967,1.420249653965584,V4,12.1146718424589,0.8246654530971136,V10,-18.9132433348732,0.7844073243714229,V12,-12.6863075224956,0.5006871793579194,V17,-13.8065681285297,0.18594110798818292,V18,-6.00035879778826,0.04610686452746449,V20,3.83464904792346,0.045306370406469794,V26,0.0384229399473607,0.01818110423948383,V28,-0.645329219040983,0.011863181019143666,V27,-4.12674625203028,0.005097445177379995
47,44091,1,99.0,V14,-8.03661487513855,1.6860476417126484,V10,-6.40337055173194,0.9194679511383583,V4,4.1807791786876,0.7735982005741971,V12,-6.85557098142662,0.5113885817490518,V17,-7.65470424350142,0.22532711273554015,V8,5.16151637665229,0.08633196041890187,scaled_amount,1.0897785230210297,0.04781292305720854,V18,-2.58841864362628,0.03814342595884227,V24,-0.0612634320139128,0.01512706225083093,V22,-0.630358133073199,0.007028993598651141
48,208792,0,12.9,V7,1.37257051231379,0.5078403919425909,V26,-0.544179614280777,0.31936565580865134,V8,-0.19041825350499,0.21157926824875176,V13,-1.37486893213237,0.17204540431761417,V18,0.266433093252288,0.07193271245821961,V14,1.16205706346706,1.3551106224034448,V4,0.179072593081664,0.7796026800427353,V10,-0.24851688213194,0.42050741786799334,V12,-0.0353606715880225,0.4118588267968153,V16,-0.281782123654939,0.1395040224463446
49,41395,1,98.9,V14,-10.7870505700202,1.5835541538535471,V4,6.94512997633611,0.9285370216655429,V10,-3.97652513857503,0.8975015225971583,V12,-5.03186814827248,0.43618405593399073,scaled_amount,-0.2934395304967512,0.18039513912517577,V8,0.342670615268881,0.10784451145831554,V26,0.661272426708284,0.04075170234093093,V2,-0.0147931576652609,0.026564085404679645,V20,-0.108006422684084,0.006048222753452137,V21,0.247912823388783,0.003943940797180403
50,150666,1,99.0,V14,-14.9529810390579,1.6556800239774747,V10,-15.2399619587112,0.8943318409722997,V4,8.42583167857118,0.7223977652567555,V12,-16.0603057628826,0.5175862624929869,V17,-15.4869899240937,0.22487879808759317,V8,7.16828793346092,0.0829058828439156,scaled_amount,0.7825054146580033,0.05599071138065483,V18,-5.74865155747378,0.036290351394127354,V26,-0.0262323892202069,0.022531019877496873,V22,0.135534921100722,0.009152761255099904
51,44223,1,99.0,V14,-7.24346097400378,1.6012963891981054,V10,-16.6496281595399,0.9290709385539231,V4,7.81867331002574,0.7751914923360164,V12,-9.44531478308794,0.5179266370300319,V17,-18.7506411474674,0.21641963958216365,V8,0.6418997011947,0.08492717985129275,V18,-8.09264877340557,0.03583452447273885,scaled_amount,1.6474533640746176,0.026515943867198074,V26,0.121795925829793,0.01812674563159817,V28,-1.25652362136258,0.008552904405805748
52,10204,1,80.2,V4,2.507298518227,1.0321681487193564,V12,-6.54261034532574,0.436283451772324,V8,-3.25490508581579,0.32524279874924106,V14,-3.26647554459315,0.289224671186239,V17,-5.269876299726,0.2160483786475379,V9,1.90896268593707,0.9670106318069156,V10,1.07741752106048,0.5049947074369993,scaled_amount,-0.14825682945573954,0.09881834768355474,V18,-2.34466857415508,0.037957765369501434,V28,-0.671248265147117,0.03520006920618471
53,90728,0,3.1,scaled_amount,-0.29497659470411514,0.1833406776224001,V8,0.0627846914939221,0.12323762418411206,V24,-0.865006631256959,0.07048520006443142,V18,0.433512198580098,0.051730633241240866,V28,-0.0048977515101372,0.024404628289921675,V14,0.528054169973046,1.4218207404739223,V4,0.238254610991939,0.9101266438857419,V12,0.239114175483944,0.6371019365344546,V10,0.12923229013425,0.4456766562489793,V17,-1.05123416388665,0.16845815398031846
54,154234,1,97.7,V4,9.5849686202149,1.3840257898486743,V10,-19.836148851696,0.8738461893759086,V12,-10.8951335063028,0.7088623759368784,V17,-18.1082610229766,0.16324523307586788,V16,-7.60642457511483,0.14947789029960404,V14,0.116303256118652,0.27191007968678604,V18,-7.51186615794432,0.09815924915754294,V19,-1.24328515722898,0.020896120414108738,V28,-0.334560720645878,0.007871064844075591,V24,0.513411099654255,0.007261861075239722
55,36223,0,3.7,V20,-0.575826011500143,0.3996282829955453,V18,1.72582078646194,0.15784529805619968,V9,-1.60432148694419,0.019555992692767178,scaled_time,-0.5433451990742373,0.010246388611412839,V27,-0.220090465494094,0.009921381300664507,V14,0.218796405483225,1.2457138050325738,V10,-0.0843577709918956,0.6855296286620433,V12,0.0480172795772316,0.6108560323195706,V4,0.36535446038417,0.3873536271753255,V8,0.816193089250193,0.2547318288582028
56,235616,1,97.8,V14,-3.94196510459461,1.2712974409025628,V4,6.31066097414859,1.088980758713442,V12,-6.17262991831307,0.3979987358415747,scaled_amount,-0.29679312513099976,0.17164346580044365,V16,-5.241049107605,0.14279212933179225,V8,0.939162177941683,0.13732480061677052,V18,-3.24343644496687,0.04832598681910895,V26,0.639579645658501,0.047505108669138284,V23,0.0623251382602846,0.03983329415350454,scaled_time,0.7492569226612155,0.0094418478073203
57,177195,1,98.6,V14,-4.61013844047447,1.6398692727848538,V10,-2.77674714436829,1.038057319051586,V12,-4.48267863575862,0.5111579629124026,V4,1.53684419661661,0.252687663010438,V17,-7.52418833345318,0.22923970437288518,scaled_amount,-0.15370642073639348,0.066161563640635,V18,-2.55710412229741,0.04323366214885027,V25,-0.20560879925391,0.03922487283271039,V2,0.415616496914758,0.022630949553567915,V24,-0.144227844430684,0.01827005188781186
58,280149,1,98.6,V14,-4.05716237716209,2.036141697305429,V10,-3.46389087904573,1.331809167736501,V12,-2.77502154036273,0.4969808783629924,V17,-5.03532591722409,0.23293860249221324,V16,-1.60301474745597,0.12994232328084762,scaled_time,0.9945958011724761,0.10851221562450519,V8,1.21015796383769,0.09933764298300957,V4,0.46830838758824,0.09739988250206806,scaled_amount,0.7809683504506393,0.062063806306396144,V18,-0.50699988370237,0.028166827680397546
59,21597,0,2.0,V8,-0.10396875786531,0.16505139886401593,V28,0.0210338915385455,0.01032888606452616,V25,0.252008384726216,0.006174261436390225,scaled_time,-0.6219058024647846,0.005461940060777124,V1,1.17123629516256,0.004120710254355799,V14,-0.0261232801909772,1.3008401098588365,V12,0.401549818142991,0.936215296844457,V10,-0.220853733434581,0.5313147092121653,V4,0.843365050171695,0.3811517243771232,scaled_amount,0.02431356109830222,0.21702170860924525
60,107637,1,99.0,V14,-5.19918574342056,1.5847497624441167,V10,-5.03202838566819,1.045586824024358,V4,2.23077826688105,0.6274091764847981,V12,-2.22739840581069,0.5091015677934047,V17,-3.82052232662867,0.22292518348171142,V8,0.813127838070308,0.12686548177764054,V18,-0.570821093891663,0.04065106233458209,V2,-0.457654560738072,0.025483447380829603,V7,0.102485457456358,0.00828145028790459,V28,0.247269213953463,0.004170610822038725
